itemNumber	string	score
4515	monocytes	3
4516	neutrophils	3
4517	mamluk	3
4518	star and planet formation	3
4519	mhc class ii	3
4520	welfare state	3
4521	autoimmune	3
4522	verbal morphology	3
4523	cosmic rays	3
4524	d4z4	3
4525	bacterial infection	3
4526	multiculturalism	3
4527	pharmacogenomics	3
4528	single nucleotide polymorphisms	3
4529	gis	3
4530	batavia	3
4531	auxin	3
4532	stress regulation	3
4533	turkish	3
4534	wetting	3
4535	circadian clock	3
4536	metrics	3
4537	visualisation	3
4538	single-molecule microscopy	3
4539	parents	3
4540	bali	3
4541	myth	3
4542	brain development	3
4543	ict	3
4544	elderly patients	3
4545	buddhism	3
4546	control systems	3
4547	localization	3
4548	alcohol	3
4549	chronic obstructive pulmonary disease	3
4550	reception	3
4551	optical vortices	3
4552	focal adhesions	3
4553	inhaled corticosteroids	3
4554	graft-versus-host disease	3
4555	human papillomavirus	3
4556	puberty	3
4557	peer influence	3
4558	alpha-amylase	3
4559	hiv	3
4560	weight loss	3
4561	menopause	3
4562	estrogen	3
4563	hla class ii	3
4564	percutaneous	3
4565	tacrolimus	3
4566	colon	3
4567	zebrafish embryo	3
4568	mycosis fungoides	3
4569	time allocation	3
4570	pragmatics	3
4571	private enforcement	3
4572	construction grammar	3
4573	complex multiplication	3
4574	curve	3
4575	textiles	3
4576	aspirin	3
4577	kidney disease	3
4578	vertebral fractures	3
4579	central europe	3
4580	nomenclature	3
4581	defense	3
4582	chivalry	3
4583	elites	3
4584	cell differentiation	3
4585	microarray analysis	3
4586	radiographs	3
4587	naturalism	3
4588	realism	3
4589	netherlands indies	3
4590	mineralocorticoid receptor	3
4591	modular forms	3
4592	fate	3
4593	ultraviolet light	3
4594	contrastive analysis	3
4595	primary prevention	3
4596	crps	3
4597	social functioning	3
4598	sexuality	3
4599	prenatal diagnosis	3
4600	dutch brazil	3
4601	cytochrome c	3
4602	gut hormones	3
4603	hyperinsulinemic euglycemic clamp	3
4604	vldl production	3
4605	circadian	3
4606	muziek	3
4607	mismatch repair	3
4608	indigenous peoples	3
4609	heritage management	3
4610	copy number variation	3
4611	performance art	3
4612	compilers	3
4613	polyhedral process networks	3
4614	quantum transport	3
4615	shot noise	3
4616	methods: laboratory	3
4617	high-redshift galaxies	3
4618	lipoprotein metabolism	3
4619	voice	3
4620	actor model	3
4621	concurrency	3
4622	real-time	3
4623	humans	3
4624	speckle	3
4625	eighteenth century	3
4626	donor	3
4627	sarcoma	3
4628	microneedles	3
4629	algeria	3
4630	dutch history	3
4631	adherence	3
4632	pneumonia	3
4633	gender differences	3
4634	physical fitness	3
4635	asylum	3
4636	reciprocity	3
4637	social decision-making	3
4638	population approach	3
4639	stochastic processes	3
4640	endoglin	3
4641	condensed matter physics	3
4642	unconventional superconductivity	3
4643	birdsong	3
4644	zebra finch	3
4645	transculturation	3
4646	professional development	3
4647	police	3
4648	connectivity	3
4649	functional magnetic resonance imaging	3
4650	majorana fermions	3
4651	courts	3
4652	negotiation	3
4653	impulsivity	3
4654	nucleosome	3
4655	public finance	3
4656	capecitabine	3
4657	oxaliplatin	3
4658	colonial history	3
4659	intraoperative imaging	3
4660	near-infrared fluorescence	3
4661	inflammatory bowel diseases	3
4662	grapes	3
4663	insulin sensitivity	3
4664	social status	3
4665	niacin	3
4666	resting-state	3
4667	overheid	3
4668	south asians	3
4669	azurin	3
4670	reading	3
4671	statistical mechanics	3
4672	ceramides	3
4673	aon	3
4674	morpholino	3
4675	splicing	3
4676	local politics	3
4677	myasthenia gravis	3
4678	neuropathic pain	3
4679	conscription	3
4680	in vivo	3
4681	myd88	3
4682	oxytocin	3
4683	urban history	3
4684	hdmx	3
4685	public participation	3
4686	minimally invasive surgery	3
4687	atr	3
4688	tamoxifen	3
4689	crohn's disease	3
4690	mesenchymal stromal cell	3
4691	phototherapy	3
4692	parus major	3
4693	transferrin	3
4694	polycystic kidney disease	3
4695	cardiomyopathy	3
4696	emission lines	3
4697	reality	3
4698	atx	3
4699	deaf	3
4700	reform	3
4701	surface x-ray diffraction	3
4702	sars	3
4703	weak gravitational lensing	3
4704	gradients	3
4705	bone tumour	3
4706	isotachophoresis	3
4707	skin barrier	3
4708	divination	3
4709	paraganglioma	3
4710	pheochromocytoma	3
4711	clusters of galaxies	3
4712	supergravity	3
4713	carotid body	3
4714	leukaemia	3
4715	ionizing radiation	3
4716	analogical reasoning	3
4717	autotaxin	3
4718	exchange	3
4719	behavioural biology	3
4720	sudden cardiac death	3
4721	orality	3
4722	literacy	3
4723	insurance	3
4724	type design	3
4725	provenance	3
4726	posture	3
4727	dyslipidemia	3
4728	large deviations	3
4729	topological superconductors	3
4730	cuba	3
4731	friendship	3
4732	sclerostin	3
4733	vulnerability	3
4734	pathway analysis	3
4735	tpd	3
4736	citation analysis	3
4737	peace	3
4738	igg4	3
4739	musk	3
4740	radiology	3
4741	alloimmunization	3
4742	industrial crops	3
4743	mycobacterium	3
4744	bacillus	3
4745	prognostic factors	3
4746	crystal structure	3
4747	protostars	3
4748	sequencing	3
4749	problem solving	3
4750	skin barrier function	3
4751	marfan syndrome	3
4752	markedness	3
4753	sickle cell disease	3
4754	treg cells	3
4755	il-10	3
4756	visualization	3
4757	galaxy structure	3
4758	genetic testing	3
4759	gpu	3
4760	high-throughput	3
4761	psychological distress	3
4762	madura	3
4763	hydrogenation	3
4764	audiences	3
4765	textual criticism	3
4766	regression	3
4767	immunogenicity	3
4768	special education	3
4769	molecular recognition	3
4770	blood coagulation	3
4771	acetylation	3
4772	renal function	3
4773	psychoanalysis	3
4774	innate immune system	3
4775	autism spectrum disorders	3
4776	palynology	3
4777	computational modeling	3
4778	constitutional law	3
4779	adaptability	3
4780	chemical biology	3
4781	high-throughput screening	3
4782	psychometrics	3
4783	democratic legitimacy	3
4784	legal pluralism	3
4785	mtor	3
4786	actinomycetes	3
4787	fluorescent dyes	3
4788	anti-citrullinated protein antibodies	3
4789	bariatric surgery	3
4790	molecular phylogenetics	3
4791	clinical trial	3
4792	cell therapy	3
4793	myocardial ischemia	3
4794	haemoglobin	3
4795	congo	3
4796	urinary tract infection	3
4797	metaphor	3
4798	drug induced liver injury	3
4799	alzheimer	3
4800	cryogenic	3
4801	science fiction	3
4802	sumo	3
4803	human evolution	3
4804	life expectancy	3
4805	outcome measures	3
4806	development cooperation	3
4807	plga	3
4808	shared decision making	3
4809	primary health care	3
4810	mandarin	3
4811	arthralgia	3
4812	bone marrow edema	3
4813	synovitis	3
4814	gabon	3
4815	crete	3
4816	aspect	3
4817	clustering	3
4818	atopic dermatitis	3
4819	toxicogenomics	3
4820	comparative	3
4821	determinants	3
4822	height	3
4823	longitudinal	3
4824	fathers	3
4825	starvation	3
4826	fatty liver	3
4827	heritage	3
4828	community engagement	3
4829	mothers	3
4830	random matrix theory	3
4831	independence	3
4832	inverse problems	3
4833	panel data	3
4834	mast cells	3
4835	utopia	3
4836	singapore	3
4837	associations	3
4838	type 1 diabetes	3
4839	elliptic curves	3
4840	divorce	3
4841	ige	3
4842	professionalism	3
4843	virus-host interactions	3
4844	anesthesia	3
4845	liability	3
4846	familial longevity	3
4847	socialization	3
4848	photography	3
4849	chronic diseases	3
4850	destruction	3
4851	replacement	3
4852	dicentrarchus labrax	3
4853	translation studies	3
4854	exon skipping	3
4855	schwann cells	3
4856	bordetella pertussis	3
4857	peacebuilding	3
4858	small mammals	3
4859	kinesin	3
4860	alternative splicing	3
4861	leptin	3
4862	thyroid function	3
4863	phenazine	3
4864	crispr/cas9	3
4865	polyethylene glycol	3
4866	protein folding	3
4867	complications	3
4868	wood anatomy	3
4869	clusters	3
4870	imprinting	3
4871	chondrocytes	3
4872	sex determination	3
4873	mowing	3
4874	tissues	3
4875	theses (form)	3
4876	sensing	3
4877	immigrants	3
4878	physicians	3
4879	orchidaceae	3
4880	close reading	3
4881	filmanalysis	3
4882	affective turn	3
4883	literary	3
4884	realisme versus modern realism	3
4885	ostranenie	3
4886	interface tissue	3
4887	orthopedic implants	3
4888	therapeutic targets	3
4889	polycyclic aromatic hydrocarbons	3
4890	albedo	3
4891	glycosyltransferases	3
4892	establishment	3
4893	cobalt	3
4894	androgenesis	3
4895	conditioning	3
4896	corporate social responsibility	3
4897	educational innovation	3
4898	oxidative phosphorylation	3
4899	orange juice	3
4900	agricultural engineering	3
4901	celery	3
4902	apium graveolens	3
4903	azo compounds	3
4904	promoters	3
4905	reporter genes	3
4906	nitrogen retention	3
4907	solanum nigrum	3
4908	tree breeding, propagation and planting	3
4909	genetic gain	3
4910	stresses	3
4911	aetiology	3
4912	deficiency diseases	3
4913	vase life	3
4914	predator prey relationships	3
4915	bee diseases and pests	3
4916	fungi of invertebrates	3
4917	sciences (general)	3
4918	maturity stage	3
4919	nitrogen metabolism	3
4920	fish diseases	3
4921	propagation materials	3
4922	quercus robur	3
4923	ensete ventricosum	3
4924	division of labour	3
4925	bunyaviridae	3
4926	helicoverpa armigera	3
4927	viral insecticides	3
4928	envelope proteins	3
4929	potato protein	3
4930	chemical precipitation	3
4931	laser fluorescence spectroscopy	3
4932	xylem	3
4933	stress factors	3
4934	kaolinite	3
4935	polyembryony	3
4936	sexual behaviour	3
4937	fodder plants	3
4938	educational courses	3
4939	protoplasts	3
4940	marketing research	3
4941	brassica oleracea var. botrytis	3
4942	oost-groningen	3
4943	homes	3
4944	agropastoral systems	3
4945	bifidobacterium	3
4946	maternal nutrition	3
4947	food preservation, packaging and storage	3
4948	fermented foods	3
4949	tempeh	3
4950	drug therapy	3
4951	paints	3
4952	peasant workers	3
4953	west netherlands	3
4954	plant extracts	3
4955	beta-carotene	3
4956	phytoseiidae	3
4957	gas exchange	3
4958	tylenchorhynchus	3
4959	meloidogyne incognita	3
4960	spices and flavourings	3
4961	piper nigrum	3
4962	ammophila arenaria	3
4963	sand dune stabilization	3
4964	goethite	3
4965	restoration management	3
4966	encarsia formosa	3
4967	application	3
4968	reinforcement	3
4969	non-farm income	3
4970	public parks	3
4971	veterinary products	3
4972	deformation	3
4973	sewage effluent	3
4974	clones	3
4975	searching behaviour	3
4976	cultivation, cultural methods	3
4977	lactuca saligna	3
4978	bremia lactucae	3
4979	pears	3
4980	plant tissues	3
4981	foods, beverages	3
4982	judicial organization	3
4983	breeding methods	3
4984	rural women in developing countries	3
4985	cladistics	3
4986	endosperm	3
4987	caseinates	3
4988	rural urban migration	3
4989	pectate lyase	3
4990	cellulase	3
4991	processing quality	3
4992	crop weed competition	3
4993	cell suspensions	3
4994	petunia	3
4995	insect attractants	3
4996	polyesters	3
4997	pyrocatechol	3
4998	eu regulations	3
4999	swine fever	3
5000	heifers	3
5001	botanical insecticides	3
5002	freshwater fishes	3
5003	host preferences	3
5004	horizontal flow	3
5005	streptococcus thermophilus	3
5006	disease markers	3
5007	jordan	3
5008	inland waters	3
5009	pulping	3
5010	chemical treatment	3
5011	stratigraphy	3
5012	moorlands	3
5013	private households	3
5014	occupational health	3
5015	picea abies	3
5016	meat products	3
5017	propionic acid	3
5018	districts	3
5019	stream flow	3
5020	tensiometers	3
5021	feathers	3
5022	communes	3
5023	light transmission	3
5024	potamogeton pectinatus	3
5025	hydrocharitales, najadales	3
5026	manure surpluses	3
5027	nephrotoxicity	3
5028	local area networks	3
5029	oligochaeta	3
5030	shrinkage	3
5031	driers	3
5032	acetates	3
5033	rock phosphate	3
5034	electrostatics	3
5035	regional surveys	3
5036	nicaragua	3
5037	social systems	3
5038	cohabitation	3
5039	historical demography and family history of the netherlands	3
5040	occupations	3
5041	perch	3
5042	lake ijssel	3
5043	lilium longiflorum	3
5044	gametes	3
5045	spermatozoa	3
5046	glutenins	3
5047	wheat flour	3
5048	milk preservation	3
5049	photointerpretation	3
5050	pipe drainage	3
5051	tile drainage	3
5052	filters	3
5053	microclimatology	3
5054	soil sterilization	3
5055	soil fumigation	3
5056	environmental hygiene	3
5057	stereochemistry	3
5058	forestry practices and machinery	3
5059	geodesy (general)	3
5060	caryophyllales	3
5061	fodder beet	3
5062	bivalvia	3
5063	fibrin	3
5064	erythrocytes	3
5065	vegetable juices	3
5066	population distribution	3
5067	product management	3
5068	bradyrhizobiaceae	3
5069	cholinesterase	3
5070	virgin forests	3
5071	farmer field schools	3
5072	radishes	3
5073	recording	3
5074	diffusion of research	3
5075	magnaporthe grisea	3
5076	chemical compounds	3
5077	catalase	3
5078	sludge digestion	3
5079	depletion	3
5080	nematocera	3
5081	roadside plantations	3
5082	roadside plants	3
5083	machine milking	3
5084	trials	3
5085	vertisols	3
5086	defoliation	3
5087	gerbera	3
5088	purchasing	3
5089	carum carvi	3
5090	caraway	3
5091	pedology	3
5092	soil micromorphology	3
5093	sounds	3
5094	autecology	3
5095	natural stands	3
5096	extensive farming	3
5097	fibre crops	3
5098	carbon-nitrogen ratio	3
5099	eyes	3
5100	work places	3
5101	community forestry	3
5102	hazards	3
5103	landfills	3
5104	computational mathematics	3
5105	silurus	3
5106	clarias	3
5107	ictalurus	3
5108	cytochromes	3
5109	chillies	3
5110	heat flow	3
5111	permafrost	3
5112	egg products	3
5113	waders	3
5114	genetic code	3
5115	no-tillage	3
5116	crambe abyssinica	3
5117	rapeseed	3
5118	milking	3
5119	administrative law	3
5120	public services	3
5121	feeding standards	3
5122	decontamination	3
5123	viruses of vertebrates	3
5124	fodder trees	3
5125	food purchasing	3
5126	compound feeds	3
5127	cardiovascular system	3
5128	transport of animals	3
5129	humus	3
5130	mass communication	3
5131	isoprenoids	3
5132	differential and integral equations	3
5133	sarawak	3
5134	adrenal cortex hormones	3
5135	corticotropin	3
5136	daphnia	3
5137	osmosis	3
5138	starch industry	3
5139	provitamins	3
5140	cyanogens	3
5141	cuttings	3
5142	systems approach	3
5143	germ cells	3
5144	discussion	3
5145	rumen metabolism	3
5146	fragrance	3
5147	energy content	3
5148	staphylococcus aureus	3
5149	protein content	3
5150	agriculture by geographic region	3
5151	research policy	3
5152	genetic models	3
5153	bovidae	3
5154	mathematical statistics	3
5155	cultural sociology	3
5156	cultural values	3
5157	nitrogen oxides	3
5158	inventories	3
5159	fallow systems	3
5160	butanol	3
5161	droplet studies	3
5162	predatory mites	3
5163	spectrometry	3
5164	research institutes	3
5165	hungary	3
5166	humid tropics	3
5167	musa paradisiaca	3
5168	cosmopolites sordidus	3
5169	diapause	3
5170	fluidized beds	3
5171	azotobacter vinelandii	3
5172	sphagnum	3
5173	line differences	3
5174	agricultural structure	3
5175	fungicide tolerance	3
5176	fragaria ananassa	3
5177	postharvest systems	3
5178	fishing methods	3
5179	controlled atmospheres	3
5180	foodborne diseases	3
5181	winemaking	3
5182	breast feeding	3
5183	capillary rise	3
5184	cultural anthropology (general)	3
5185	progeny	3
5186	urban forestry	3
5187	industrial sector	3
5188	vitamin e	3
5189	denaturation	3
5190	growth promoters	3
5191	agricultural wastes	3
5192	marine protected areas	3
5193	climbing plants	3
5194	program evaluation	3
5195	legal systems	3
5196	burundi	3
5197	banks	3
5198	dextran	3
5199	phases	3
5200	feeding systems, feed rations	3
5201	litter size	3
5202	regulatory genes	3
5203	sulfur dioxide	3
5204	problem analysis	3
5205	proteinase inhibitors	3
5206	sesamum indicum	3
5207	coccidiosis	3
5208	objectives	3
5209	conformation	3
5210	amazonas	3
5211	landsat	3
5212	blight	3
5213	project appraisal	3
5214	resistance mechanisms	3
5215	anabolism	3
5216	culture techniques	3
5217	european eels	3
5218	cafestol	3
5219	nurseries	3
5220	dietary carbohydrate	3
5221	sweetness	3
5222	skeleton	3
5223	medical services	3
5224	azadirachta indica	3
5225	thelytoky	3
5226	zuidhollandse eilanden	3
5227	alpha-lactalbumin	3
5228	economic transition	3
5229	farm structure	3
5230	muscle physiology, animal movement	3
5231	physical models	3
5232	apocynaceae	3
5233	gentianales	3
5234	farm development	3
5235	tropical climate	3
5236	nucleotides	3
5237	starters	3
5238	inoculum	3
5239	herbage	3
5240	overeating	3
5241	humid zones	3
5242	biographies	3
5243	agricultural trade	3
5244	reference standards	3
5245	quality standards	3
5246	alternative methods	3
5247	glacial periods	3
5248	holocene	3
5249	aldehydes	3
5250	release	3
5251	arid soils	3
5252	isotope labeling	3
5253	feeding preferences	3
5254	burning	3
5255	metayage	3
5256	wells	3
5257	mycosphaerellaceae	3
5258	dothideales	3
5259	male sterility	3
5260	diploidy	3
5261	tomato yellow leaf curl virus	3
5262	madagascar	3
5263	olea europaea	3
5264	electrokinetic potential	3
5265	infant formulae	3
5266	native livestock	3
5267	hormonal control	3
5268	functional foods	3
5269	incentives	3
5270	immunostimulation	3
5271	pearl millet	3
5272	diagnostic techniques	3
5273	cotesia rubecula	3
5274	vespidae	3
5275	environmental temperature	3
5276	gum arabic	3
5277	linum usitatissimum	3
5278	flax	3
5279	flooded land	3
5280	macromolecules	3
